game_pk,condition,temp,wind,venue,venue_id
777148,Overcast,83,"4 mph, Out To RF",Target Field,3312
777220,Sunny,80,"7 mph, L To R",Target Field,3312
777293,Roof Closed,72,"0 mph, None",loanDepot park,4169
777363,Overcast,66,"9 mph, In From LF",Target Field,3312
777434,Partly Cloudy,85,"11 mph, In From LF",Target Field,3312
777510,Roof Closed,73,"0 mph, None",Daikin Park,2392
777585,Partly Cloudy,70,"16 mph, Out To CF",Target Field,3312
777746,Partly Cloudy,89,"9 mph, Out To CF",George M. Steinbrenner Field,2523
777839,Cloudy,71,"7 mph, R To L",Target Field,3312
777898,Roof Closed,77,"0 mph, None",American Family Field,32
778089,Partly Cloudy,64,"3 mph, Out To LF",Fenway Park,3
778144,Partly Cloudy,60,"8 mph, R To L",Target Field,3312
778462,Partly Cloudy,42,"9 mph, Out To CF",Target Field,3312
776213,Roof Closed,78,"0 mph, None",Chase Field,15
776454,Partly Cloudy,84,"7 mph, Out To LF",Oriole Park at Camden Yards,2
776562,Clear,84,"1 mph, L To R",Dodger Stadium,22
776660,Clear,93,"5 mph, R To L",Coors Field,19
776839,Sunny,90,"7 mph, Out To RF",Dodger Stadium,22
777051,Clear,70,"2 mph, L To R",Dodger Stadium,22
777127,Sunny,62,"9 mph, Out To CF",Oracle Park,2395
778439,Roof Closed,68,"0 mph, None",American Family Field,32
778504,Roof Closed,65,"0 mph, None",American Family Field,32
777825,Cloudy,69,"5 mph, In From RF",Nationals Park,3309
776140,Sunny,82,"5 mph, L To R",Yankee Stadium,3313
776216,Cloudy,76,"5 mph, R To L",Yankee Stadium,3313
776284,Overcast,78,"8 mph, R To L",Target Field,3312
776588,Cloudy,76,"9 mph, Out To CF",Yankee Stadium,3313
776731,Clear,95,"6 mph, Out To LF",Busch Stadium,2889
776815,Sunny,83,"7 mph, Out To CF",Yankee Stadium,3313
776891,Roof Closed,72,"0 mph, None",loanDepot park,4169
778137,Partly Cloudy,55,"5 mph, R To L",Coors Field,19
778215,Clear,81,"15 mph, R To L",Kauffman Stadium,7
778371,Sunny,64,"5 mph, L To R",Coors Field,19
778456,Snow,37,"13 mph, In From RF",Coors Field,19
778524,Partly Cloudy,80,"12 mph, R To L",George M. Steinbrenner Field,2523
776348,Cloudy,70,"5 mph, In From CF",Progressive Field,5
776425,Sunny,67,"9 mph, Out To LF",Comerica Park,2394
776484,Partly Cloudy,75,"6 mph, Out To LF",Target Field,3312
776556,Partly Cloudy,69,"3 mph, Out To RF",Rate Field,4
776619,Partly Cloudy,79,"15 mph, Out To CF",Rate Field,4
776702,Sunny,94,"8 mph, R To L",Kauffman Stadium,7
776798,Partly Cloudy,88,"15 mph, Out To LF",Rate Field,4
776857,Cloudy,77,"5 mph, Out To LF",T-Mobile Park,680
777546,Roof Closed,73,"0 mph, None",Daikin Park,2392
777699,Partly Cloudy,74,"11 mph, Out To RF",Oriole Park at Camden Yards,2
777928,Partly Cloudy,71,"3 mph, In From RF",Great American Ball Park,2602
778008,Partly Cloudy,69,"12 mph, In From RF",Kauffman Stadium,7
778066,Partly Cloudy,50,"18 mph, Out To RF",Rate Field,4
778283,Cloudy,64,"16 mph, Out To LF",Rate Field,4
778445,Cloudy,46,"6 mph, Out To CF",Comerica Park,2394
778527,Partly Cloudy,76,"7 mph, R To L",Rate Field,4
777082,Roof Closed,72,"0 mph, None",loanDepot park,4169
777177,Clear,91,"4 mph, R To L",Kauffman Stadium,7
777304,Cloudy,84,"8 mph, R To L",Kauffman Stadium,7
777378,Clear,90,"8 mph, R To L",Kauffman Stadium,7
777677,Partly Cloudy,84,"3 mph, R To L",Kauffman Stadium,7
777931,Roof Closed,73,"0 mph, None",Daikin Park,2392
778152,Cloudy,62,"11 mph, R To L",Kauffman Stadium,7
778375,Cloudy,42,"6 mph, In From CF",Progressive Field,5
778422,Partly Cloudy,50,"8 mph, In From LF",Kauffman Stadium,7
777498,Sunny,81,"3 mph, Out To RF",Dodger Stadium,22
776181,Clear,76,"5 mph, Out To RF",Fenway Park,3
776238,Cloudy,79,"4 mph, In From CF",Comerica Park,2394
776303,Clear,79,"6 mph, In From LF",Comerica Park,2394
776398,Partly Cloudy,68,"6 mph, R To L",Yankee Stadium,3313
776559,Clear,86,"10 mph, L To R",Sutter Health Park,2529
776649,Clear,77,"6 mph, In From CF",Comerica Park,2394
776716,Partly Cloudy,79,"7 mph, Out To RF",Target Field,3312
776806,Sunny,89,"3 mph, In From RF",Comerica Park,2394
776874,Partly Cloudy,78,"7 mph, In From LF",Comerica Park,2394
777240,Clear,89,"3 mph, Out To CF",Progressive Field,5
777475,Clear,83,"12 mph, In From RF",Comerica Park,2394
777634,Cloudy,65,"6 mph, L To R",Rate Field,4
777796,Partly Cloudy,63,"7 mph, Out To CF",Comerica Park,2394
778168,Cloudy,49,"15 mph, Out To CF",Comerica Park,2394
778335,Partly Cloudy,64,"10 mph, In From RF",Target Field,3312
778486,Roof Closed,53,"5 mph, Out To LF",T-Mobile Park,680
776784,Cloudy,82,"9 mph, R To L",Kauffman Stadium,7
776880,Clear,82,"4 mph, Out To LF",Fenway Park,3
777029,Sunny,77,"4 mph, Out To CF",PNC Park,31
777107,Partly Cloudy,75,"2 mph, L To R",PNC Park,31
777236,Partly Cloudy,71,"6 mph, Out To RF",T-Mobile Park,680
777404,Sunny,91,"10 mph, Out To CF",PNC Park,31
777621,Rain,69,"3 mph, Out To CF",PNC Park,31
777776,Partly Cloudy,63,"10 mph, Out To CF",PNC Park,31
777998,Partly Cloudy,61,"10 mph, Out To RF",PNC Park,31
778065,Overcast,62,"8 mph, Calm",PNC Park,31
778145,Partly Cloudy,62,"6 mph, Out To CF",Dodger Stadium,22
778211,Clear,64,"9 mph, Out To CF",Angel Stadium,1
778293,Clear,52,"14 mph, Out To RF",PNC Park,31
778374,Cloudy,48,"10 mph, Out To RF",Great American Ball Park,2602
778539,Roof Closed,72,"0 mph, None",loanDepot park,4169
776370,Clear,71,"5 mph, In From CF",Progressive Field,5
776434,Clear,74,"9 mph, L To R",Kauffman Stadium,7
776980,Cloudy,86,"7 mph, R To L",Busch Stadium,2889
777052,Roof Closed,72,"0 mph, None",loanDepot park,4169
777312,Partly Cloudy,84,"3 mph, In From RF",Great American Ball Park,2602
777382,Partly Cloudy,64,"8 mph, L To R",Petco Park,2680
777457,Clear,77,"5 mph, L To R",Dodger Stadium,22
777521,Roof Closed,78,"0 mph, None",Chase Field,15
777742,Overcast,64,"7 mph, Out To RF",Petco Park,2680
777816,Roof Closed,68,"0 mph, None",Rogers Centre,14
777896,Partly Cloudy,62,"6 mph, Out To RF",Petco Park,2680
777976,Clear,78,"6 mph, R To L",Coors Field,19
776160,Overcast,74,"6 mph, In From RF",Nationals Park,3309
776386,Roof Closed,72,"0 mph, None",loanDepot park,4169
776455,Partly Cloudy,65,"4 mph, Out To RF",Wrigley Field,17
776525,Sunny,74,"3 mph, In From LF",Nationals Park,3309
776822,Clear,65,"10 mph, Out To CF",Oracle Park,2395
776979,Partly Cloudy,89,"10 mph, R To L",Target Field,3312
777064,Partly Cloudy,86,"10 mph, In From RF",Nationals Park,3309
777331,Clear,75,"8 mph, Out To CF",Angel Stadium,1
777416,Clear,69,"3 mph, Out To CF",Dodger Stadium,22
777488,Cloudy,66,"5 mph, In From RF",Nationals Park,3309
777632,Partly Cloudy,84,"2 mph, Out To CF",Nationals Park,3309
777793,Partly Cloudy,70,"5 mph, In From LF",Nationals Park,3309
778026,Cloudy,70,"12 mph, Out To RF",Nationals Park,3309
778183,Partly Cloudy,73,"13 mph, Out To LF",Nationals Park,3309
778235,Cloudy,58,"12 mph, In From LF",Coors Field,19
778392,Sunny,52,"6 mph, Out To RF",Nationals Park,3309
778457,Partly Cloudy,72,"7 mph, In From CF",Nationals Park,3309
778535,Overcast,81,"7 mph, Out To RF",Nationals Park,3309
777992,Partly Cloudy,84,"8 mph, Out To LF",Target Field,3312
778069,Partly Cloudy,59,"10 mph, Out To CF",Oracle Park,2395
778151,Partly Cloudy,57,"8 mph, Out To CF",Oracle Park,2395
778355,Drizzle,41,"11 mph, L To R",Yankee Stadium,3313
778427,Partly Cloudy,60,"8 mph, Out To CF",Oracle Park,2395
778505,Roof Closed,73,"0 mph, None",Daikin Park,2392
776144,Sunny,73,"7 mph, In From RF",American Family Field,32
776224,Cloudy,76,"3 mph, Out To LF",Great American Ball Park,2602
776283,Sunny,85,"2 mph, In From CF",Busch Stadium,2889
776358,Clear,81,"10 mph, Out To CF",Sutter Health Park,2529
776439,Clear,69,"6 mph, Out To LF",Great American Ball Park,2602
776518,Sunny,72,"9 mph, L To R",Great American Ball Park,2602
776609,Roof Closed,76,"0 mph, None",Chase Field,15
776681,Clear,78,"4 mph, Out To CF",Angel Stadium,1
776840,Partly Cloudy,81,"7 mph, In From CF",PNC Park,31
776921,Sunny,75,"16 mph, L To R",Great American Ball Park,2602
776982,Partly Cloudy,88,"7 mph, Out To LF",Great American Ball Park,2602
777140,Cloudy,86,"9 mph, R To L",Great American Ball Park,2602
777208,Overcast,78,"6 mph, Out To LF",Great American Ball Park,2602
777294,Partly Cloudy,84,"4 mph, Out To CF",Fenway Park,3
777433,Clear,89,"9 mph, Out To LF",Busch Stadium,2889
777602,Overcast,72,"12 mph, Out To CF",Great American Ball Park,2602
777750,Partly Cloudy,63,"6 mph, In From LF",Kauffman Stadium,7
777902,Partly Cloudy,80,"11 mph, R To L",Great American Ball Park,2602
778049,Partly Cloudy,68,"7 mph, R To L",Truist Park,4705
778285,Partly Cloudy,62,"8 mph, R To L",Great American Ball Park,2602
778511,Cloudy,44,"10 mph, Out To CF",Great American Ball Park,2602
776781,Partly Cloudy,88,"6 mph, In From RF",Rate Field,4
776861,Clear,80,"3 mph, In From LF",Comerica Park,2394
776940,Sunny,85,"6 mph, L To R",Comerica Park,2394
777314,Clear,86,"8 mph, In From RF",Comerica Park,2394
777452,Partly Cloudy,75,"10 mph, Varies",Great American Ball Park,2602
777527,Roof Closed,73,"0 mph, None",Daikin Park,2392
777829,Overcast,46,"5 mph, In From LF",Target Field,3312
778063,Partly Cloudy,72,"3 mph, Out To CF",Fenway Park,3
778129,Overcast,65,"19 mph, Out To RF",Progressive Field,5
778189,Overcast,52,"7 mph, In From LF",Target Field,3312
778284,Clear,83,"9 mph, Out To RF",Truist Park,4705
778348,Cloudy,60,"12 mph, R To L",Target Field,3312
778419,Sunny,52,"10 mph, Out To LF",Target Field,3312
777954,Roof Closed,76,"0 mph, None",Chase Field,15
776182,Partly Cloudy,79,"4 mph, R To L",Sutter Health Park,2529
776248,Roof Closed,73,"0 mph, None",Daikin Park,2392
776329,Partly Cloudy,84,"2 mph, Out To CF",Truist Park,4705
776571,Roof Closed,73,"0 mph, None",Daikin Park,2392
776733,Roof Closed,73,"0 mph, None",Daikin Park,2392
776969,Roof Closed,73,"0 mph, None",Daikin Park,2392
777221,Sunny,82,"5 mph, L To R",Dodger Stadium,22
777714,Roof Closed,73,"0 mph, None",Daikin Park,2392
777787,Roof Closed,73,"0 mph, None",Daikin Park,2392
777869,Roof Closed,74,"0 mph, None",Globe Life Field,5325
778015,Roof Closed,63,"0 mph, None",American Family Field,32
778079,Cloudy,49,"10 mph, In From LF",Rate Field,4
778475,Roof Closed,73,"0 mph, None",Daikin Park,2392
776705,Roof Closed,73,"0 mph, None",Daikin Park,2392
776782,Roof Closed,73,"0 mph, None",Daikin Park,2392
776223,Cloudy,75,"0 mph, Calm",Oriole Park at Camden Yards,2
776306,Clear,76,"8 mph, Out To RF",Rate Field,4
776629,Partly Cloudy,78,"8 mph, Out To LF",Oriole Park at Camden Yards,2
776776,Partly Cloudy,87,"8 mph, Out To LF",Oriole Park at Camden Yards,2
777157,Partly Cloudy,87,"3 mph, Out To LF",Oriole Park at Camden Yards,2
777237,Sunny,91,"9 mph, Out To RF",Truist Park,4705
777317,Partly Cloudy,94,"3 mph, In From LF",Oriole Park at Camden Yards,2
777406,Partly Cloudy,74,"15 mph, Out To LF",Yankee Stadium,3313
777613,Clear,85,"10 mph, Out To CF",Sutter Health Park,2529
777860,Roof Closed,65,"0 mph, None",American Family Field,32
778155,Sunny,55,"5 mph, Out To RF",Comerica Park,2394
778222,Partly Cloudy,77,"8 mph, L To R",Nationals Park,3309
778301,Clear,55,"22 mph, Out To RF",Oriole Park at Camden Yards,2
778380,Roof Closed,78,"0 mph, None",Chase Field,15
778536,Roof Closed,68,"0 mph, None",Rogers Centre,14
776148,Roof Closed,72,"0 mph, None",loanDepot park,4169
776535,Sunny,76,"8 mph, L To R",Citi Field,3289
776600,Roof Closed,72,"0 mph, None",loanDepot park,4169
776686,Roof Closed,72,"0 mph, None",loanDepot park,4169
776745,Clear,80,"7 mph, In From CF",Progressive Field,5
776834,Cloudy,79,"8 mph, L To R",Truist Park,4705
776960,Partly Cloudy,92,"8 mph, Out To LF",Busch Stadium,2889
777530,Cloudy,86,"7 mph, In From RF",Nationals Park,3309
777863,Roof Closed,72,"0 mph, None",loanDepot park,4169
777978,Clear,55,"16 mph, Out To RF",Rate Field,4
778061,Roof Closed,72,"0 mph, None",loanDepot park,4169
778132,Clear,62,"9 mph, Out To RF",Dodger Stadium,22
778369,Clear,79,"9 mph, In From RF",loanDepot park,4169
776142,Sunny,73,"2 mph, In From CF",Wrigley Field,17
776526,Clear,68,"4 mph, L To R",Coors Field,19
776704,Partly Cloudy,79,"9 mph, In From CF",Wrigley Field,17
776138,Cloudy,71,"8 mph, Out To CF",Sutter Health Park,2529
776207,Partly Cloudy,78,"7 mph, R To L",Angel Stadium,1
776289,Partly Cloudy,85,"5 mph, Out To RF",Kauffman Stadium,7
777635,Cloudy,73,"7 mph, L To R",Busch Stadium,2889
777901,Clear,77,"12 mph, Out To RF",Kauffman Stadium,7
777977,Clear,80,"6 mph, In From RF",Kauffman Stadium,7
778043,Clear,73,"6 mph, R To L",Kauffman Stadium,7
778277,Partly Cloudy,79,"3 mph, In From RF",Comerica Park,2394
776190,Overcast,71,"6 mph, Out To RF",Great American Ball Park,2602
776267,Partly Cloudy,84,"3 mph, R To L",Great American Ball Park,2602
776327,Sunny,81,"3 mph, Out To CF",Sutter Health Park,2529
777549,Sunny,77,"9 mph, L To R",Progressive Field,5
777704,Partly Cloudy,56,"11 mph, In From LF",Wrigley Field,17
777779,Cloudy,68,"4 mph, L To R",Great American Ball Park,2602
778003,Clear,83,"7 mph, R To L",Truist Park,4705
778148,Sunny,76,"7 mph, Out To LF",Coors Field,19
778230,Partly Cloudy,79,"10 mph, L To R",loanDepot park,4169
778397,Clear,59,"14 mph, Out To CF",Oracle Park,2395
776201,Overcast,72,"4 mph, Out To LF",Citizens Bank Park,2681
776522,Partly Cloudy,73,"4 mph, In From RF",Citizens Bank Park,2681
776743,Partly Cloudy,79,"4 mph, Out To LF",Nationals Park,3309
776877,Clear,87,"4 mph, Out To CF",Citizens Bank Park,2681
776952,Partly Cloudy,86,"7 mph, In From CF",Rate Field,4
777106,Partly Cloudy,84,"8 mph, L To R",Citizens Bank Park,2681
777333,Cloudy,88,"8 mph, L To R",Truist Park,4705
777553,Sunny,81,"8 mph, Out To CF",Citizens Bank Park,2681
777702,Overcast,71,"14 mph, L To R",Citizens Bank Park,2681
777765,Sunny,74,"9 mph, Out To CF",Sutter Health Park,2529
778005,Partly Cloudy,87,"7 mph, L To R",George M. Steinbrenner Field,2523
778174,Sunny,49,"14 mph, In From CF",Wrigley Field,17
778248,Partly Cloudy,68,"13 mph, In From LF",Citizens Bank Park,2681
778384,Overcast,74,"12 mph, R To L",Truist Park,4705
778459,Partly Cloudy,67,"8 mph, In From CF",Citizens Bank Park,2681
776258,Sunny,76,"11 mph, L To R",Comerica Park,2394
776487,Partly Cloudy,73,"7 mph, In From RF",Wrigley Field,17
776565,Roof Closed,72,"0 mph, None",loanDepot park,4169
776645,Cloudy,80,"7 mph, In From LF",Truist Park,4705
776720,Partly Cloudy,84,"7 mph, In From RF",Progressive Field,5
776936,Partly Cloudy,85,"7 mph, L To R",Kauffman Stadium,7
777097,Cloudy,91,"11 mph, Out To LF",Truist Park,4705
776362,Cloudy,67,"0 mph, Calm",T-Mobile Park,680
776510,Roof Closed,73,"0 mph, None",Daikin Park,2392
776779,Clear,76,"9 mph, Out To CF",Angel Stadium,1
776848,Partly Cloudy,79,"7 mph, Out To CF",Angel Stadium,1
777006,Clear,73,"8 mph, R To L",Angel Stadium,1
777261,Partly Cloudy,88,"6 mph, Out To CF",Truist Park,4705
777414,Clear,72,"10 mph, R To L",Angel Stadium,1
777564,Clear,73,"9 mph, Out To CF",Angel Stadium,1
777649,Cloudy,84,"10 mph, Out To RF",Fenway Park,3
777721,Cloudy,66,"6 mph, L To R",Progressive Field,5
777853,Clear,81,"11 mph, Out To CF",Sutter Health Park,2529
778085,Clear,68,"8 mph, Out To CF",Angel Stadium,1
778447,Clear,65,"8 mph, Out To RF",Angel Stadium,1
778534,Partly Cloudy,67,"14 mph, In From RF",Rate Field,4
776309,Roof Closed,78,"0 mph, None",Chase Field,15
776468,Roof Closed,78,"0 mph, None",Chase Field,15
776682,Roof Closed,78,"0 mph, None",Chase Field,15
776899,Clear,88,"9 mph, Out To CF",Sutter Health Park,2529
776984,Partly Cloudy,83,"5 mph, Out To LF",PNC Park,31
777055,Roof Closed,76,"0 mph, None",Chase Field,15
777278,Roof Closed,76,"0 mph, None",Chase Field,15
777370,Partly Cloudy,78,"4 mph, Out To RF",Rate Field,4
777515,Roof Closed,78,"0 mph, None",Chase Field,15
777672,Clear,84,"10 mph, In From CF",Truist Park,4705
777729,Roof Closed,76,"0 mph, None",Chase Field,15
778103,Partly Cloudy,66,"8 mph, R To L",Citi Field,3289
778257,Cloudy,49,"4 mph, Out To CF",Wrigley Field,17
776202,Overcast,73,"3 mph, Out To CF",Great American Ball Park,2602
776429,Partly Cloudy,70,"5 mph, Out To RF",Great American Ball Park,2602
776594,Partly Cloudy,77,"4 mph, Out To CF",Dodger Stadium,22
777733,Partly Cloudy,72,"3 mph, Calm",Kauffman Stadium,7
778087,Overcast,67,"5 mph, Out To LF",Great American Ball Park,2602
778262,Overcast,80,"9 mph, Out To CF",Oriole Park at Camden Yards,2
778343,Cloudy,60,"8 mph, In From RF",Great American Ball Park,2602
778480,Partly Cloudy,71,"16 mph, R To L",Great American Ball Park,2602
776218,Clear,72,"2 mph, In From CF",Progressive Field,5
776451,Cloudy,87,"7 mph, R To L",George M. Steinbrenner Field,2523
776537,Clear,65,"6 mph, In From CF",Progressive Field,5
776766,Clear,80,"3 mph, In From LF",Progressive Field,5
777146,Cloudy,85,"8 mph, R To L",Rate Field,4
777226,Partly Cloudy,91,"9 mph, Out To RF",Progressive Field,5
777608,Partly Cloudy,68,"3 mph, Out To RF",Progressive Field,5
777683,Partly Cloudy,58,"10 mph, In From LF",Progressive Field,5
777769,Partly Cloudy,63,"6 mph, In From CF",Progressive Field,5
777925,Partly Cloudy,75,"8 mph, L To R",Progressive Field,5
778378,Cloudy,44,"5 mph, Calm",Progressive Field,5
776817,Roof Closed,86,"0 mph, None",American Family Field,32
777981,Cloudy,84,"8 mph, R To L",George M. Steinbrenner Field,2523
778042,Roof Closed,66,"0 mph, None",American Family Field,32
778194,Overcast,54,"11 mph, Out To CF",Oracle Park,2395
776367,Roof Closed,72,"0 mph, None",loanDepot park,4169
776937,Roof Closed,73,"0 mph, None",Daikin Park,2392
777011,Cloudy,83,"6 mph, R To L",Target Field,3312
777178,Clear,87,"6 mph, In From LF",Busch Stadium,2889
777503,Cloudy,65,"6 mph, In From RF",Nationals Park,3309
777722,Clear,63,"9 mph, R To L",T-Mobile Park,680
777801,Cloudy,66,"13 mph, L To R",Nationals Park,3309
777907,Partly Cloudy,74,"5 mph, R To L",Oriole Park at Camden Yards,2
778193,Clear,75,"8 mph, Out To LF",Nationals Park,3309
778247,Partly Cloudy,45,"3 mph, In From LF",Coors Field,19
778418,Cloudy,45,"8 mph, In From CF",Nationals Park,3309
778478,Roof Closed,68,"0 mph, None",Rogers Centre,14
777792,Sunny,60,"5 mph, In From LF",Rate Field,4
777991,Clear,58,"6 mph, L To R",Rate Field,4
777149,Roof Closed,76,"0 mph, None",American Family Field,32
777647,Sunny,85,"13 mph, R To L",Great American Ball Park,2602
776214,Clear,72,"6 mph, L To R",Petco Park,2680
776539,Sunny,75,"8 mph, Out To RF",Fenway Park,3
776695,Cloudy,66,"3 mph, R To L",Fenway Park,3
776769,Roof Closed,73,"0 mph, None",Daikin Park,2392
777335,Clear,87,"8 mph, R To L",Kauffman Stadium,7
777753,Cloudy,68,"11 mph, Out To LF",Progressive Field,5
777824,Clear,75,"2 mph, Out To RF",Dodger Stadium,22
777899,Partly Cloudy,63,"8 mph, Out To CF",Dodger Stadium,22
777975,Roof Closed,76,"0 mph, None",Chase Field,15
778060,Partly Cloudy,66,"14 mph, R To L",Truist Park,4705
778220,Partly Cloudy,71,"9 mph, Out To CF",Wrigley Field,17
776415,Roof Closed,76,"0 mph, None",Chase Field,15
776572,Clear,72,"9 mph, Out To LF",American Family Field,32
776715,Partly Cloudy,83,"5 mph, L To R",Coors Field,19
777014,Partly Cloudy,84,"7 mph, Out To RF",PNC Park,31
777383,Partly Cloudy,79,"8 mph, In From LF",Rate Field,4
777838,Clear,77,"2 mph, Varies",Dodger Stadium,22
777679,Roof Closed,76,"0 mph, None",Chase Field,15
777744,Roof Closed,76,"0 mph, None",Chase Field,15
777897,Clear,87,"6 mph, Varies",Chase Field,15
778117,Partly Cloudy,71,"9 mph, L To R",Citi Field,3289
778350,Roof Closed,76,"0 mph, None",Chase Field,15
778492,Partly Cloudy,50,"10 mph, Out To RF",Yankee Stadium,3313
776228,Roof Closed,73,"0 mph, None",Daikin Park,2392
776302,Partly Cloudy,89,"6 mph, R To L",Kauffman Stadium,7
776373,Clear,72,"5 mph, In From LF",T-Mobile Park,680
776602,Sunny,79,"6 mph, L To R",T-Mobile Park,680
776761,Cloudy,83,"0 mph, Calm",Oriole Park at Camden Yards,2
776830,Partly Cloudy,63,"2 mph, Out To CF",T-Mobile Park,680
776908,Cloudy,75,"0 mph, Calm",T-Mobile Park,680
777035,Clear,77,"5 mph, L To R",T-Mobile Park,680
777187,Cloudy,88,"6 mph, Out To RF",Yankee Stadium,3313
777262,Cloudy,71,"8 mph, L To R",T-Mobile Park,680
778405,Roof Closed,52,"0 mph, None",T-Mobile Park,680
776203,Cloudy,73,"3 mph, R To L",Oriole Park at Camden Yards,2
776387,Cloudy,68,"8 mph, In From LF",Oriole Park at Camden Yards,2
776438,Partly Cloudy,87,"8 mph, L To R",George M. Steinbrenner Field,2523
776584,Clear,66,"10 mph, In From LF",Progressive Field,5
776762,Clear,82,"12 mph, R To L",Sutter Health Park,2529
777059,Partly Cloudy,89,"5 mph, L To R",George M. Steinbrenner Field,2523
777144,Partly Cloudy,80,"4 mph, Out To CF",Fenway Park,3
777211,Partly Cloudy,74,"4 mph, In From LF",Comerica Park,2394
777431,Rain,77,"5 mph, L To R",George M. Steinbrenner Field,2523
777584,Overcast,61,"4 mph, In From RF",Fenway Park,3
777646,Cloudy,76,"8 mph, R To L",George M. Steinbrenner Field,2523
777725,Roof Closed,73,"0 mph, None",Daikin Park,2392
778328,Clear,78,"9 mph, L To R",George M. Steinbrenner Field,2523
778493,Clear,85,"10 mph, Out To CF",George M. Steinbrenner Field,2523
776281,Cloudy,72,"1 mph, In From CF",Fenway Park,3
776430,Clear,87,"3 mph, R To L",Angel Stadium,1
776590,Clear,88,"10 mph, Out To CF",Sutter Health Park,2529
776976,Roof Closed,73,"0 mph, None",Daikin Park,2392
776275,Sunny,81,"3 mph, Out To CF",Comerica Park,2394
776685,Cloudy,76,"3 mph, Out To LF",Comerica Park,2394
777540,Partly Cloudy,88,"7 mph, In From CF",Oriole Park at Camden Yards,2
777626,Partly Cloudy,72,"7 mph, L To R",Comerica Park,2394
777780,Sunny,59,"5 mph, Out To CF",Comerica Park,2394
777927,Partly Cloudy,75,"6 mph, In From LF",Comerica Park,2394
778271,Partly Cloudy,84,"14 mph, R To L",PNC Park,31
778415,Partly Cloudy,55,"12 mph, Out To CF",PNC Park,31
777946,Clear,67,"4 mph, R To L",Dodger Stadium,22
776174,Partly Cloudy,76,"4 mph, Out To LF",Yankee Stadium,3313
776273,Clear,82,"3 mph, In From RF",Oriole Park at Camden Yards,2
776443,Cloudy,73,"3 mph, Out To RF",Oriole Park at Camden Yards,2
776516,Sunny,80,"16 mph, Varies",Oracle Park,2395
776612,Cloudy,81,"5 mph, Out To LF",Oriole Park at Camden Yards,2
776915,Sunny,72,"12 mph, In From CF",Wrigley Field,17
777076,Sunny,93,"3 mph, Out To RF",George M. Steinbrenner Field,2523
777141,Partly Cloudy,89,"4 mph, Out To LF",Oriole Park at Camden Yards,2
776245,Partly Cloudy,81,"9 mph, R To L",Kauffman Stadium,7
776393,Clear,62,"11 mph, R To L",Rogers Centre,14
776646,Roof Closed,72,"0 mph, None",loanDepot park,4169
776231,Partly Cloudy,82,"6 mph, R To L",Busch Stadium,2889
776391,Partly Cloudy,71,"5 mph, In From LF",T-Mobile Park,680
776606,Overcast,86,"8 mph, Out To CF",George M. Steinbrenner Field,2523
776688,Roof Closed,72,"0 mph, None",loanDepot park,4169
776992,Cloudy,93,"10 mph, In From RF",Busch Stadium,2889
777147,Partly Cloudy,91,"9 mph, Out To LF",Busch Stadium,2889
777309,Sunny,82,"8 mph, In From CF",Progressive Field,5
777392,Clear,94,"8 mph, Out To LF",Busch Stadium,2889
777467,Partly Cloudy,85,"10 mph, R To L",Rate Field,4
777709,Clear,81,"7 mph, In From CF",Globe Life Field,5325
778030,Partly Cloudy,72,"5 mph, Out To LF",Busch Stadium,2889
778107,Cloudy,76,"15 mph, R To L",Great American Ball Park,2602
778184,Partly Cloudy,72,"13 mph, L To R",Busch Stadium,2889
778256,Partly Cloudy,83,"15 mph, Out To CF",Citi Field,3289
776356,Partly Cloudy,69,"9 mph, L To R",American Family Field,32
777028,Partly Cloudy,82,"11 mph, R To L",Coors Field,19
777100,Roof Closed,76,"0 mph, None",Chase Field,15
777288,Partly Cloudy,76,"6 mph, Out To LF",PNC Park,31
777348,Cloudy,89,"8 mph, R To L",Busch Stadium,2889
777660,Clear,86,"16 mph, Out To LF",Busch Stadium,2889
777827,Sunny,66,"18 mph, Out To CF",Busch Stadium,2889
778517,Partly Cloudy,74,"14 mph, R To L",Busch Stadium,2889
778031,Clear,65,"2 mph, L To R",American Family Field,32
777058,Partly Cloudy,94,"6 mph, Out To CF",Truist Park,4705
777963,Roof Closed,73,"0 mph, None",Daikin Park,2392
778368,Roof Closed,73,"0 mph, None",Daikin Park,2392
776319,Roof Closed,73,"0 mph, None",Daikin Park,2392
776472,Roof Closed,73,"0 mph, None",Daikin Park,2392
776655,Partly Cloudy,72,"10 mph, In From LF",Oriole Park at Camden Yards,2
776722,Roof Closed,73,"0 mph, None",Daikin Park,2392
777469,Clear,89,"9 mph, Out To CF",Sutter Health Park,2529
776168,Partly Cloudy,67,"5 mph, Out To CF",T-Mobile Park,680
776547,Cloudy,63,"7 mph, Out To LF",Progressive Field,5
776841,Partly Cloudy,71,"9 mph, Out To LF",T-Mobile Park,680
776923,Partly Cloudy,77,"1 mph, Calm",T-Mobile Park,680
777145,Partly Cloudy,80,"13 mph, In From RF",Comerica Park,2394
777205,Sunny,72,"8 mph, L To R",T-Mobile Park,680
777507,Partly Cloudy,67,"7 mph, L To R",T-Mobile Park,680
777741,Roof Closed,74,"0 mph, None",Globe Life Field,5325
777970,Partly Cloudy,64,"6 mph, Out To LF",T-Mobile Park,680
778056,Roof Closed,68,"0 mph, None",Rogers Centre,14
778127,Roof Closed,68,"0 mph, None",Rogers Centre,14
