owner,name,team,own,slots,per_game,rank,signal,etfr,src,vol,inj,ret,xfp_ros,xfp_po,buckets,k
FA,Taylor Walls,TB,0.5,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.19,483.0,drop,9.0,id·vol,2.57,,,21.0,12.0,"{'2B/SS', 'UTIL'}",taylor walls
FA,Jordan Beck,Col,0.5,"['LF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.22,472.0,drop,3.0,id·vol,2.18,,,18.0,11.0,"{'UTIL', 'OF'}",jordan beck
FA,Jorge Mateo,TB,0.5,"['SS', '2B/SS', 'IF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",1.63,226.0,hold,5.0,id·vol,0.82,,,9.0,5.0,"{'2B/SS', 'UTIL', 'OF'}",jorge mateo
FA,Alek Thomas,LAD,0.5,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.39,389.0,drop,3.0,id·vol,1.42,,,14.0,8.0,"{'UTIL', 'OF'}",alek thomas
FA,Triston Casas,Bos,0.5,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.63,,stash,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-10-19,0.0,0.0,"{'UTIL', '1B/3B'}",triston casas
FA,Zyhir Hope,Det,0.5,"['LF', 'RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",zyhir hope
FA,Matt Wallner,Min,0.5,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.25,458.0,drop,4.0,id·vol,1.58,,,14.0,8.0,"{'UTIL', 'OF'}",matt wallner
FA,Anthony Seigler,Bos,0.5,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '2B', '2B/SS']",1.31,437.0,drop,4.0,id·vol,1.9,,,17.0,10.0,"{'2B/SS', 'UTIL', '1B/3B'}",anthony seigler
FA,Ethan Holliday,Col,0.5,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",ethan holliday
FA,Theo Gillen,TB,0.5,"['CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",theo gillen
FA,Lenyn Sosa,Tor,0.5,"['1B', '2B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.32,432.0,drop,3.0,id·vol,1.52,,,14.0,8.0,"{'2B/SS', 'UTIL', '1B/3B'}",lenyn sosa
FA,Andres Chaparro,Wsh,0.5,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'DH']",1.68,192.0,hold,5.0,id·vol,1.67,,,20.0,11.0,"{'UTIL', '1B/3B'}",andres chaparro
FA,James Tibbs III,LAD,0.5,"['RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",james tibbs
FA,Lazaro Montes,Sea,0.5,"['RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",lazaro montes
FA,Nick Castellanos,FA,0.5,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.46,343.0,drop,4.0,id·vol,1.05,,,11.0,6.0,"{'UTIL', 'OF'}",nick castellanos
FA,Mike Sirota,LAD,0.5,"['CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",mike sirota
FA,Edmundo Sosa,Phi,0.5,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'LF', 'OF', 'SS']",1.63,228.0,hold,7.0,id·vol,1.45,,,16.0,10.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",edmundo sosa
FA,Ethan Salas,SD,0.5,"['C', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'C', 'UTIL'}",ethan salas
FA,Gavin Lux,TB,0.5,"['LF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.52,,stash,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-22,0.0,0.0,"{'UTIL', 'OF'}",gavin lux
FA,Rainiel Rodriguez,StL,0.5,"['C', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'C', 'UTIL'}",rainiel rodriguez
FA,Freddy Fermin,SD,0.4,"['C', 'UTIL', 'BE', 'IL']",1.28,446.0,drop,6.0,id·vol,1.95,,,17.0,10.0,"{'C', 'UTIL'}",freddy fermin
FA,Randal Grichuk,ChW,0.4,"['RF', 'OF', 'DH', 'UTIL', 'BE', 'IL', 'LF']",1.9,85.0,hold,8.0,id·vol,1.22,,,16.0,9.0,"{'UTIL', 'OF'}",randal grichuk
FA,Tyrone Taylor,ChC,0.4,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'RF', 'LF']",1.64,215.0,hold,7.0,id·vol,1.42,,,16.0,9.0,"{'UTIL', 'OF'}",tyrone taylor
FA,Harry Ford,Wsh,0.4,"['C', 'UTIL', 'BE', 'IL']",1.45,352.0,drop,2.0,id·vol,1.59,,,16.0,9.0,"{'C', 'UTIL'}",harry ford
FA,Kyle Higashioka,Tex,0.4,"['C', 'DH', 'UTIL', 'BE', 'IL']",1.34,420.0,drop,5.0,id·vol,1.24,TEN_DAY_DL,2026-09-01,8.0,5.0,"{'C', 'UTIL'}",kyle higashioka
FA,Edgar Quero,ChW,0.4,"['C', 'DH', 'UTIL', 'BE', 'IL']",1.42,371.0,drop,6.0,id·vol,1.72,,,17.0,10.0,"{'C', 'UTIL'}",edgar quero
FA,Austin Hays,SD,0.4,"['LF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.44,357.0,drop,2.0,id·vol,1.81,,,18.0,11.0,"{'UTIL', 'OF'}",austin hays
FA,Drew Gilbert,SF,0.4,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'CF', 'LF']",1.62,230.0,hold,11.0,id·vol,2.12,,,24.0,14.0,"{'UTIL', 'OF'}",drew gilbert
FA,Kristian Campbell,Bos,0.4,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.29,,stash,,talent_prior·flat↓,,,,23.0,13.0,"{'2B/SS', 'UTIL'}",kristian campbell
FA,Michael Conforto,ChC,0.4,"['LF', 'OF', 'UTIL', 'BE', 'IL', 'DH', 'RF']",1.49,319.0,hold,7.0,id·vol,1.56,,,16.0,9.0,"{'UTIL', 'OF'}",michael conforto
FA,Parker Meadows,Det,0.4,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.48,,stash,,talent_prior·vol,1.04,SIXTY_DAY_DL,2026-09-14,2.0,1.0,"{'UTIL', 'OF'}",parker meadows
FA,Starling Marte,FA,0.4,"['DH', 'UTIL', 'BE', 'IL', 'OF', 'RF']",1.32,429.0,drop,4.0,id·vol,1.25,,,11.0,7.0,"{'UTIL', 'OF'}",starling marte
FA,Jared Triolo,Pit,0.4,"['1B', '3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.67,201.0,hold,10.0,id·vol,2.31,,,27.0,16.0,"{'2B/SS', 'UTIL', '1B/3B'}",jared triolo
FA,Luis Pena,Mil,0.4,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",luis pena
FA,Ke'Bryan Hayes,Cin,0.4,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.5,313.0,drop,6.0,id·vol,2.05,,,21.0,13.0,"{'UTIL', '1B/3B'}",kebryan hayes
FA,Isiah Kiner-Falefa,Bos,0.4,"['3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '2B']",1.6,247.0,hold,5.0,id·vol,1.03,SIXTY_DAY_DL,2026-08-28,10.0,6.0,"{'2B/SS', 'UTIL', '1B/3B'}",isiah kiner falefa
FA,Pedro Pages,StL,0.3,"['C', 'UTIL', 'BE', 'IL']",1.23,465.0,drop,5.0,id·vol,1.57,,,13.0,8.0,"{'C', 'UTIL'}",pedro pages
FA,Jett Williams,Mil,0.3,"['2B', 'SS', '2B/SS', 'IF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL', 'OF'}",jett williams
FA,Tyler Freeman,Col,0.3,"['RF', 'OF', 'DH', 'UTIL', 'BE', 'IL', '2B', '2B/SS', 'IF']",1.72,160.0,hold,10.0,id·vol,1.88,,,22.0,13.0,"{'2B/SS', 'UTIL', 'OF'}",tyler freeman
FA,Jose Fermin,StL,0.3,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'OF', 'LF', 'CF', '3B', '1B/3B']",1.64,221.0,hold,10.0,id·vol,2.12,,,24.0,14.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",jose fermin
FA,Andrew Fischer,Mil,0.3,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B'}",andrew fischer
FA,Caleb Bonemer,ChW,0.3,"['3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL', '1B/3B'}",caleb bonemer
FA,Edward Florentino,Pit,0.3,"['CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",edward florentino
FA,Daniel Susac,SF,0.3,"['C', 'UTIL', 'BE', 'IL']",1.5,316.0,drop,5.0,id·vol,1.65,SIXTY_DAY_DL,2027-02-01,0.0,0.0,"{'C', 'UTIL'}",daniel susac
FA,Dane Myers,Cin,0.3,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.36,408.0,drop,7.0,id·vol,2.51,,,24.0,14.0,"{'UTIL', 'OF'}",dane myers
FA,Carson Williams,TB,0.3,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",carson williams
FA,Christian Moore,LAA,0.3,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",christian moore
FA,Connor Wong,Bos,0.3,"['C', 'UTIL', 'BE', 'IL']",1.57,271.0,drop,6.0,id·vol,1.53,,,17.0,10.0,"{'C', 'UTIL'}",connor wong
FA,Sung-Mun Song,SD,0.3,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '2B', '2B/SS', 'SS']",1.53,298.0,drop,4.0,id·vol,1.13,,,12.0,7.0,"{'2B/SS', 'UTIL', '1B/3B'}",sung mun song
FA,Roch Cholowsky,ChW,0.3,"[21, 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,OUT,2026-09-07,,,"{'2B/SS', 'UTIL'}",roch cholowsky
FA,Ha-Seong Kim,Atl,0.3,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.32,434.0,drop,2.0,id·vol,1.17,,,11.0,6.0,"{'2B/SS', 'UTIL'}",ha seong kim
FA,Ryan Vilade,TB,0.3,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', '1B', '1B/3B', 'IF', '2B', '2B/SS']",1.73,151.0,hold,8.0,id·vol,1.52,,,18.0,11.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",ryan vilade
FA,Alex Freeland,LAD,0.3,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.14,493.0,drop,5.0,id·vol,1.11,,,9.0,5.0,"{'2B/SS', 'UTIL', '1B/3B'}",alex freeland
FA,Eduardo Quintero,LAD,0.3,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",eduardo quintero
FA,Wenceel Perez,Det,0.3,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.7,168.0,hold,6.0,id·vol,1.35,SIXTY_DAY_DL,2026-09-04,9.0,6.0,"{'UTIL', 'OF'}",wenceel perez
FA,Danny Jansen,Tex,0.3,"['C', 'UTIL', 'BE', 'IL']",1.26,452.0,drop,4.0,id·vol,1.48,,,13.0,8.0,"{'C', 'UTIL'}",danny jansen
FA,Ryan Mountcastle,Bal,0.3,"['1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.53,,stash,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-21,0.0,0.0,"{'UTIL', '1B/3B'}",ryan mountcastle
FA,Emmanuel Rodriguez,Min,0.3,"['CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",emmanuel rodriguez
FA,Eric Hartman,Atl,0.3,"['CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",eric hartman
FA,Victor Robles,Sea,0.3,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'CF']",1.75,139.0,hold,6.0,id·vol,1.29,,,16.0,9.0,"{'UTIL', 'OF'}",victor robles
FA,Tommy Troy,Ari,0.3,"['2B', '2B/SS', 'IF', 'CF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.47,337.0,drop,4.0,id·vol,1.26,TEN_DAY_DL,2026-08-24,13.0,8.0,"{'2B/SS', 'UTIL', 'OF'}",tommy troy
FA,Edwin Arroyo,Cin,0.3,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '2B']",1.31,438.0,drop,4.0,id·vol,1.32,,,12.0,7.0,"{'2B/SS', 'UTIL'}",edwin arroyo
FA,Brett Callahan,Det,0.3,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",brett callahan
FA,Brice Matthews,Hou,0.3,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'OF', 'LF', 'CF']",1.49,321.0,drop,7.0,id·vol,1.04,SIXTY_DAY_DL,2026-09-12,3.0,2.0,"{'2B/SS', 'UTIL', 'OF'}",brice matthews
FA,Davis Schneider,Tor,0.3,"['2B', '2B/SS', 'IF', 'LF', 'OF', 'UTIL', 'BE', 'IL']",1.35,416.0,drop,4.0,id·vol,0.95,,,9.0,5.0,"{'2B/SS', 'UTIL', 'OF'}",davis schneider
FA,Jim Jarvis,Atl,0.3,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.48,325.0,drop,4.0,id·vol,1.69,,,17.0,10.0,"{'2B/SS', 'UTIL'}",jim jarvis
FA,Jake Meyers,Hou,0.3,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.27,451.0,drop,4.0,id·vol,1.46,,,13.0,8.0,"{'UTIL', 'OF'}",jake meyers
FA,Ben Williamson,TB,0.3,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '2B', '2B/SS', 'SS', 'P', 'RP']",1.38,397.0,drop,8.0,id·vol,1.48,TEN_DAY_DL,2026-09-15,3.0,2.0,"{'2B/SS', 'UTIL', '1B/3B'}",ben williamson
FA,Denzer Guzman,LAA,0.3,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.41,377.0,drop,6.0,id·vol,2.26,,,22.0,13.0,"{'2B/SS', 'UTIL', '1B/3B'}",denzer guzman
FA,James McCann,Ari,0.2,"['C', 'UTIL', 'BE', 'IL']",1.41,380.0,drop,4.0,id·vol,1.47,,,14.0,8.0,"{'C', 'UTIL'}",james mccann
FA,Bryce Rainer,Det,0.2,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",bryce rainer
FA,Josue Briceno,Det,0.2,"['C', '1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'C', 'UTIL', '1B/3B'}",josue briceno
FA,Michael Arroyo,Sea,0.2,"['2B', '2B/SS', 'IF', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",michael arroyo
FA,Josuar Gonzalez,SF,0.2,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",josuar gonzalez
FA,Wander Franco,TB,0.2,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",2.11,,stash,,talent_prior·flat↓,,OUT,2026-09-07,18.0,11.0,"{'2B/SS', 'UTIL'}",wander franco
FA,Victor Mesa Jr.,TB,0.2,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.78,124.0,hold,7.0,id·vol,1.86,,,23.0,14.0,"{'UTIL', 'OF'}",victor mesa
FA,Jesus Rodriguez,SF,0.2,"['C', '3B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.57,266.0,drop,2.0,id·vol,0.69,TEN_DAY_DL,2026-08-24,8.0,4.0,"{'C', 'UTIL', '1B/3B'}",jesus rodriguez
FA,Alfredo Duno,Cin,0.2,"['C', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'C', 'UTIL'}",alfredo duno
FA,JoJo Parker,Tor,0.2,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",jojo parker
FA,Edouard Julien,Col,0.2,"['1B', '2B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.34,418.0,drop,8.0,id·vol,1.51,,,14.0,8.0,"{'2B/SS', 'UTIL', '1B/3B'}",edouard julien
FA,Kevin Alcantara,ChC,0.2,"['CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",kevin alcantara
FA,Charles McAdoo,Tor,0.2,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.49,322.0,drop,2.0,id·vol,2.01,,,21.0,12.0,"{'UTIL', '1B/3B'}",charles mcadoo
FA,Gabriel Arias,ChC,0.2,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",0.67,503.0,drop,2.0,id·vol,1.44,,,7.0,4.0,"{'2B/SS', 'UTIL', '1B/3B'}",gabriel arias
FA,Austin Hedges,Cle,0.2,"['C', 'UTIL', 'BE', 'IL']",1.37,400.0,drop,6.0,id·vol,1.24,,,12.0,7.0,"{'C', 'UTIL'}",austin hedges
FA,Bryan De La Cruz,Phi,0.2,"['LF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.35,,stash,,talent_prior·vol,1.02,,,10.0,6.0,"{'UTIL', 'OF'}",bryan de la cruz
FA,Joey Bart,ChW,0.2,"['C', 'UTIL', 'BE', 'IL']",1.25,461.0,drop,3.0,id·vol,0.88,TEN_DAY_DL,2026-09-17,1.0,0.0,"{'C', 'UTIL'}",joey bart
FA,Derek Hill,Phi,0.2,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'RF', 'LF']",1.46,342.0,drop,5.0,id·vol,0.9,,,9.0,5.0,"{'UTIL', 'OF'}",derek hill
FA,Ryan Kreidler,Min,0.2,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'SS', '2B/SS', 'IF']",1.19,481.0,drop,6.0,id·vol,1.35,,,11.0,7.0,"{'2B/SS', 'UTIL', 'OF'}",ryan kreidler
FA,Nicky Lopez,Tex,0.2,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '2B', '2B/SS', 'SS']",1.34,419.0,drop,6.0,id·vol,1.44,,,13.0,8.0,"{'2B/SS', 'UTIL', '1B/3B'}",nicky lopez
FA,Seaver King,Wsh,0.2,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",seaver king
FA,Matt Vierling,Det,0.2,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'RF', 'LF']",1.62,236.0,hold,10.0,id·vol,1.29,TEN_DAY_DL,2026-09-01,10.0,6.0,"{'UTIL', 'OF'}",matt vierling
FA,Hunter Feduccia,LAD,0.2,"['C', 'UTIL', 'BE', 'IL']",1.21,476.0,drop,5.0,id·vol,1.39,,,12.0,7.0,"{'C', 'UTIL'}",hunter feduccia
FA,Bryan Torres,StL,0.2,"['2B', '2B/SS', 'IF', 'LF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.5,314.0,drop,4.0,id·vol,1.59,,,17.0,10.0,"{'2B/SS', 'UTIL', 'OF'}",bryan torres
FA,Taylor Trammell,Hou,0.2,"['LF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",1.38,393.0,drop,6.0,id·vol,1.91,,,18.0,11.0,"{'UTIL', 'OF'}",taylor trammell
FA,Christopher Morel,NYM,0.2,"['LF', 'OF', 'UTIL', 'BE', 'IL', '1B', '1B/3B', 'IF']",0.92,502.0,drop,2.0,id·vol,1.38,,,9.0,5.0,"{'UTIL', '1B/3B', 'OF'}",christopher morel
FA,Myles Straw,Tor,0.2,"['LF', 'CF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.58,257.0,hold,9.0,id·vol,1.74,,,19.0,11.0,"{'UTIL', 'OF'}",myles straw
FA,Romy Gonzalez,Bos,0.2,"['1B', '2B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.44,359.0,hold,2.0,id·vol,1.41,,,14.0,8.0,"{'2B/SS', 'UTIL', '1B/3B'}",romy gonzalez
FA,Blake Dunn,Cin,0.2,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'CF']",1.25,460.0,drop,4.0,id·vol,1.79,SIXTY_DAY_DL,2027-03-01,0.0,0.0,"{'UTIL', 'OF'}",blake dunn
FA,Drew Romo,ChW,0.2,"['C', 'UTIL', 'BE', 'IL']",1.46,341.0,drop,5.0,id·vol,1.45,,,15.0,9.0,"{'C', 'UTIL'}",drew romo
FA,Eli White,Bos,0.2,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'CF']",1.38,392.0,drop,5.0,id·vol,1.07,,,10.0,6.0,"{'UTIL', 'OF'}",eli white
FA,Tristan Gray,Min,0.2,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.13,494.0,drop,4.0,id·vol,1.01,,,8.0,5.0,"{'2B/SS', 'UTIL', '1B/3B'}",tristan gray
FA,Zach Cole,Hou,0.2,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.44,358.0,drop,2.0,id·vol,1.31,,,13.0,8.0,"{'UTIL', 'OF'}",zach cole
FA,Brock Rodden,Sea,0.2,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",brock rodden
FA,Alex Call,LAD,0.2,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.47,334.0,drop,5.0,id·vol,1.12,,,11.0,7.0,"{'UTIL', 'OF'}",alex call
FA,Elias Diaz,Tex,0.2,"['C', 'UTIL', 'BE', 'IL']",1.41,376.0,drop,5.0,id·vol,1.47,,,14.0,8.0,"{'C', 'UTIL'}",elias diaz
FA,Carlos Santana,FA,0.2,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.73,,stash,,talent_prior·flat↓,,,,31.0,18.0,"{'UTIL', '1B/3B'}",carlos santana
FA,Josiah Hartshorn,ChC,0.2,"['RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",josiah hartshorn
FA,Emil Morales,LAD,0.2,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",emil morales
FA,Yohendrick Pinango,Tor,0.1,"['LF', 'RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.56,283.0,hold,6.0,id·vol,1.33,,,14.0,8.0,"{'UTIL', 'OF'}",yohendrick pinango
FA,Jhostynxon Garcia,Pit,0.1,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.25,457.0,drop,1.0,id·vol,0.78,,,7.0,4.0,"{'UTIL', 'OF'}",jhostynxon garcia
FA,Tyler Heineman,LAA,0.1,"['C', 'UTIL', 'BE', 'IL', 'P', 'RP']",1.35,415.0,drop,5.0,id·vol,1.18,,,11.0,6.0,"{'C', 'UTIL'}",tyler heineman
FA,Justin Foscue,Tex,0.1,"['1B', '2B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'DH']",1.67,199.0,hold,6.0,id·vol,1.4,,,16.0,10.0,"{'2B/SS', 'UTIL', '1B/3B'}",justin foscue
FA,Aiva Arquette,Mia,0.1,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",aiva arquette
FA,Joey Loperfido,Hou,0.1,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.5,312.0,drop,4.0,id·vol,1.22,,,13.0,7.0,"{'UTIL', 'OF'}",joey loperfido
FA,Jake Rogers,ChW,0.1,"['C', 'UTIL', 'BE', 'IL']",1.37,399.0,drop,4.0,id·vol,1.19,,,11.0,7.0,"{'C', 'UTIL'}",jake rogers
FA,Otto Kemp,Phi,0.1,"['1B', '3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'LF', 'OF']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B', 'OF'}",otto kemp
FA,Deyvison De Los Santos,Mia,0.1,"['1B', '3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B'}",deyvison de los santos
FA,Denzel Clarke,Oak,0.1,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.35,414.0,drop,2.0,id·vol,0.86,SIXTY_DAY_DL,2026-09-01,6.0,3.0,"{'UTIL', 'OF'}",denzel clarke
FA,Victor Bericoto,SF,0.1,"['1B', '1B/3B', 'IF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.6,243.0,hold,3.0,id·vol,1.61,TEN_DAY_DL,2026-09-02,12.0,7.0,"{'UTIL', '1B/3B', 'OF'}",victor bericoto
FA,Gabriel Gonzalez,Min,0.1,"['LF', 'RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",gabriel gonzalez
FA,Ronny Mauricio,NYM,0.1,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'SS', '2B/SS']",1.35,413.0,drop,2.0,id·vol,0.96,,,9.0,5.0,"{'2B/SS', 'UTIL', '1B/3B'}",ronny mauricio
FA,Arjun Nimmala,LAA,0.1,"['SS', '2B/SS', 'IF', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",arjun nimmala
FA,Felnin Celesten,Sea,0.1,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",felnin celesten
FA,Jimmy Crooks,StL,0.1,"['C', 'UTIL', 'BE', 'IL']",1.34,423.0,drop,4.0,id·vol,1.46,,,14.0,8.0,"{'C', 'UTIL'}",jimmy crooks
FA,Jose Trevino,Cin,0.1,"['C', 'UTIL', 'BE', 'IL']",1.4,385.0,drop,3.0,id·vol,1.43,,,14.0,8.0,"{'C', 'UTIL'}",jose trevino
