batter,annual_rate,total_pa,seasons_used,Apr_rate,Apr_pa,Apr_lift,May_rate,May_pa,May_lift,Jun_rate,Jun_pa,Jun_lift,Jul_rate,Jul_pa,Jul_lift,Aug_rate,Aug_pa,Aug_lift,Sep_rate,Sep_pa,Sep_lift,player_name,team,rank,xfp_rh3_per_game,expected_total_fp_remaining,remaining_weights,ros_weighted_lift_pct
670032,0.2298,2084,5,0.2262,305,-1.6,0.197,335,-14.3,0.1919,370,-16.5,0.2372,392,3.2,0.226,407,-1.7,0.32,275,39.2,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.6
592696,0.2763,2573,6,0.2102,471,-23.9,0.3162,525,14.4,0.4034,471,46.0,0.1451,386,-47.5,0.263,384,-4.8,0.2946,336,6.6,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.5
592663,0.2737,3610,7,0.2455,607,-10.3,0.2432,629,-11.1,0.2557,571,-6.6,0.3068,528,12.1,0.3284,676,20.0,0.2604,599,-4.8,J.T. Realmuto,PHI,224.0,1.53,87.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.5
621028,0.2822,1931,6,0.2218,257,-21.4,0.3166,338,12.2,0.3265,340,15.7,0.2532,316,-10.3,0.3083,360,9.2,0.2469,320,-12.5,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.5
514888,0.3795,4011,7,0.3368,570,-11.2,0.3539,633,-6.7,0.393,710,3.6,0.4173,611,10.0,0.3656,774,-3.6,0.4053,713,6.8,Jose Altuve,HOU,71.0,1.84,223.9,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.4
405395,0.3453,1558,4,0.3272,272,-5.2,0.2926,311,-15.3,0.305,282,-11.7,0.3891,257,12.7,0.4154,260,20.3,,176,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.4
645302,0.2038,1820,7,0.1747,332,-14.3,0.1701,241,-16.5,0.2146,233,5.3,0.2041,294,0.1,0.18,350,-11.7,0.2676,370,31.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.4
596019,0.3598,4589,7,0.3217,659,-10.6,0.3451,881,-4.1,0.3092,786,-14.1,0.4127,727,14.7,0.3835,764,6.6,0.3873,772,7.7,Francisco Lindor,NYM,54.0,1.89,167.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.4
650490,0.3656,3315,7,0.3427,607,-6.3,0.3304,575,-9.6,0.3509,627,-4.0,0.3848,512,5.2,0.3676,487,0.5,0.43,507,17.6,Yandy Díaz,TB,12.0,2.13,241.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.4
650489,0.1887,2327,6,0.1224,286,-35.1,0.244,414,29.3,0.2445,454,29.6,0.1611,422,-14.6,0.1416,332,-25.0,0.1838,419,-2.6,Willi Castro,COL,298.0,1.36,113.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.3
518735,0.2823,2313,6,0.3071,407,8.8,0.2287,516,-19.0,0.285,393,0.9,0.3448,232,22.1,0.2298,396,-18.6,0.3442,369,21.9,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.3
571970,0.3333,3270,7,0.3023,559,-9.3,0.3437,646,3.1,0.4266,497,28.0,0.305,505,-8.5,0.3347,484,0.4,0.2953,579,-11.4,Max Muncy,LAD,8.0,2.18,233.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.3
650402,0.2884,3980,7,0.2285,582,-20.8,0.3562,730,23.5,0.2824,687,-2.1,0.2627,590,-8.9,0.3084,681,6.9,0.2761,710,-4.3,Gleyber Torres,DET,163.0,1.63,198.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.2
605612,0.1835,1215,4,,0,,0.2953,193,60.9,0.1151,252,-37.3,0.1636,275,-10.8,0.1086,267,-40.8,0.2763,228,50.5,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.2
663586,0.2821,3201,6,0.2519,524,-10.7,0.2593,590,-8.1,0.2563,679,-9.2,0.37,573,31.2,0.3178,450,12.6,0.2312,385,-18.1,Austin Riley,ATL,226.0,1.52,190.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.1
660271,0.3929,3991,7,0.3769,581,-4.1,0.3628,736,-7.7,0.5154,683,31.2,0.3425,689,-12.8,0.3416,764,-13.0,0.4331,538,10.2,Shohei Ohtani,LAD,6.0,2.27,293.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.0
592885,0.3218,3754,7,0.2795,483,-13.1,0.3048,689,-5.3,0.3235,779,0.5,0.3729,657,15.9,0.328,683,1.9,0.3067,463,-4.7,Christian Yelich,MIL,137.0,1.71,80.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.9
595751,0.0952,1282,4,0.0093,214,-90.2,0.1202,208,26.3,0.1166,283,22.5,0.0602,266,-36.8,0.0957,230,0.5,,81,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.9
592325,0.2095,1375,5,,125,,0.2237,304,6.8,0.2462,195,17.5,0.1763,278,-15.8,0.2477,222,18.3,0.1753,251,-16.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.9
676391,0.2924,1245,4,0.2134,164,-27.0,,158,,0.342,193,17.0,0.2432,292,-16.8,0.3086,256,5.5,,182,,Ernie Clement,TOR,74.0,1.83,214.8,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.9
663728,0.2731,2307,5,0.2637,292,-3.4,0.262,355,-4.1,0.3376,391,23.6,0.256,375,-6.3,0.1792,480,-34.4,0.3527,414,29.1,Cal Raleigh,SEA,135.0,1.71,212.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.8
663656,0.4042,2786,7,0.3728,523,-7.7,0.4177,553,3.4,0.453,404,12.1,0.3731,453,-7.7,0.3874,382,-4.1,0.4246,471,5.1,Kyle Tucker,LAD,31.0,2.01,246.9,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.7
624428,0.293,3201,7,0.2554,599,-12.8,0.3433,667,17.2,0.2739,449,-6.5,0.318,412,8.5,0.2813,583,-4.0,0.2811,491,-4.1,Adam Frazier,LAA,261.0,1.44,77.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.6
453568,0.3414,3292,6,0.3054,573,-10.6,0.3983,580,16.6,0.3721,516,9.0,0.3277,470,-4.0,0.3084,574,-9.7,0.3368,579,-1.4,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.5
467793,0.3255,4102,7,0.287,683,-11.8,0.3631,716,11.6,0.3933,717,20.8,0.2886,693,-11.3,0.3105,657,-4.6,0.3035,636,-6.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.5
664983,0.2702,1173,5,,132,,,63,,,181,,0.262,229,-3.0,0.3459,266,28.0,0.2152,302,-20.4,Jake McCarthy,COL,202.0,1.57,96.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.5
624641,0.2424,916,5,,62,,0.25,292,3.2,0.1077,195,-55.6,,41,,0.3416,161,41.0,0.2848,165,17.5,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.4
649966,0.2589,1715,6,,132,,0.2176,363,-15.9,0.2356,365,-9.0,0.2876,233,11.1,0.2766,329,6.8,0.2867,293,10.7,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.4
571448,0.3863,4199,7,0.3499,723,-9.4,0.4167,780,7.9,0.3824,748,-1.0,0.3969,645,2.7,0.4231,676,9.5,0.3445,627,-10.8,Nolan Arenado,AZ,155.0,1.65,161.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.4
543807,0.3347,3806,7,0.302,639,-9.8,0.3624,607,8.3,0.2929,536,-12.5,0.3429,697,2.4,0.3652,597,9.1,0.3384,730,1.1,George Springer,TOR,73.0,1.83,115.8,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.4
462101,0.2457,2470,5,0.2251,431,-8.4,0.249,257,1.3,0.2342,444,-4.7,0.231,394,-6.0,0.2672,479,8.7,0.2645,465,7.6,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.4
671739,0.2762,1988,4,,213,,0.1214,313,-56.0,0.2791,344,1.1,0.2826,276,2.3,0.3189,417,15.5,0.3647,425,32.1,Michael Harris II,ATL,25.0,2.04,196.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.3
668804,0.2914,3689,6,0.2481,528,-14.9,0.3064,656,5.1,0.3706,599,27.2,0.1985,544,-31.9,0.3333,717,14.4,0.2698,645,-7.4,Bryan Reynolds,PIT,169.0,1.62,212.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.3
457705,0.2655,3541,7,0.2422,673,-8.8,0.2667,735,0.5,0.3447,618,29.8,0.2131,563,-19.7,0.2693,505,1.4,0.2506,447,-5.6,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.3
665489,0.3981,3883,6,0.3762,537,-5.5,0.3744,681,-6.0,0.4292,685,7.8,0.4315,635,8.4,0.4347,681,9.2,0.3389,664,-14.9,Vladimir Guerrero Jr.,TOR,20.0,2.07,253.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.2
592450,0.4193,3966,7,0.362,721,-13.7,0.5095,683,21.5,0.3527,567,-15.9,0.3882,577,-7.4,0.4306,713,2.7,0.4582,705,9.3,Aaron Judge,NYY,2.0,2.55,312.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.2
657757,0.2479,1880,5,0.2446,278,-1.3,0.3109,357,25.4,0.2331,296,-6.0,0.1873,315,-24.4,0.3478,253,40.3,0.1864,381,-24.8,Gavin Sheets,SD,115.0,1.76,142.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.1
663837,0.2195,1540,5,0.1698,212,-22.6,,179,,0.3019,212,37.5,0.1854,329,-15.5,0.1847,287,-15.9,0.215,321,-2.1,Matt Vierling,DET,166.0,1.62,106.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",1.0
663993,0.2476,3219,6,0.2558,430,3.3,0.1717,565,-30.7,0.2623,530,5.9,0.2941,578,18.8,0.2722,529,9.9,0.2334,587,-5.7,Nathaniel Lowe,CIN,49.0,1.92,112.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.9
592192,0.2985,3005,7,0.3004,476,0.6,0.2733,589,-8.4,0.2883,489,-3.4,0.3238,454,8.5,0.2909,526,-2.6,0.3227,471,8.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.8
650859,0.2569,2246,6,0.2353,255,-8.4,0.2104,347,-18.1,0.251,506,-2.3,0.262,416,2.0,0.3374,406,31.3,0.2247,316,-12.5,Luis Rengifo,MIL,153.0,1.66,150.9,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.8
607054,0.1914,1238,5,,132,,0.1339,224,-30.0,0.2847,281,48.7,0.2544,169,32.9,0.192,250,0.3,0.0879,182,-54.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.8
592206,0.2792,4302,7,0.2634,729,-5.7,0.2881,795,3.2,0.3017,779,8.1,0.17,641,-39.1,0.3021,768,8.2,0.3458,590,23.9,Nick Castellanos,SD,219.0,1.54,84.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.8
592626,0.3121,2922,7,0.2872,470,-8.0,0.3482,471,11.6,0.3168,505,1.5,0.2612,467,-16.3,0.3554,543,13.9,0.2961,466,-5.1,Joc Pederson,TEX,206.0,1.56,122.4,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.7
668939,0.314,2067,4,0.2997,327,-4.6,0.2932,365,-6.6,0.3351,373,6.7,0.2852,284,-9.2,0.3282,387,4.5,0.3353,331,6.8,Adley Rutschman,BAL,35.0,1.98,126.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.7
686469,0.3671,1708,4,0.3273,330,-10.8,0.3246,342,-11.6,,220,,0.327,315,-10.9,0.4462,316,21.5,,185,,Vinnie Pasquantino,KC,46.0,1.93,224.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.5
516416,0.3148,2484,5,0.302,404,-4.1,0.3245,530,3.1,0.3304,339,4.9,0.3132,380,-0.5,0.3364,437,6.9,0.2792,394,-11.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.5
493329,0.3526,2694,6,0.3496,389,-0.9,0.3197,513,-9.3,0.3983,477,13.0,0.4076,449,15.6,0.3303,442,-6.3,0.309,424,-12.4,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.5
609280,0.3352,1435,6,,154,,0.2101,257,-37.3,0.3471,291,3.5,0.32,250,-4.5,0.4107,280,22.5,0.3695,203,10.2,Miguel Andujar,SD,79.0,1.82,127.4,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.4
553869,0.2356,2220,7,0.2523,333,7.1,0.1986,433,-15.7,0.2646,412,12.3,0.2115,468,-10.2,0.2961,304,25.7,0.2037,270,-13.5,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.4
681082,0.2664,2151,4,0.273,315,2.5,0.2231,363,-16.2,0.2427,375,-8.9,0.3195,338,19.9,0.3454,388,29.6,0.1962,372,-26.3,Bryson Stott,PHI,87.0,1.8,161.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.3
646240,0.3456,4332,7,0.3333,723,-3.5,0.3784,806,9.5,0.3598,781,4.1,0.4274,634,23.7,0.3214,700,-7.0,0.2529,688,-26.8,Rafael Devers,SF,223.0,1.53,175.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.3
663538,0.3309,2638,6,0.3358,399,1.5,0.3219,407,-2.7,0.3601,411,8.8,0.2801,507,-15.4,0.3192,448,-3.5,0.3755,466,13.5,Nico Hoerner,CHC,23.0,2.05,263.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.3
647304,0.3333,2658,6,0.3357,423,0.7,0.343,484,2.9,0.3167,521,-5.0,0.3754,357,12.6,0.3193,404,-4.2,0.3198,469,-4.1,Josh Naylor,SEA,48.0,1.93,225.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.3
641857,0.1897,3617,7,0.1661,620,-12.4,0.2862,629,50.9,0.134,612,-29.4,0.2372,548,25.1,0.1723,679,-9.1,0.1399,529,-26.2,Ryan McMahon,NYY,282.0,1.4,101.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.3
501981,0.2271,1242,3,,217,,0.2386,176,5.1,,215,,,207,,,185,,0.219,242,-3.5,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.3
519203,0.3578,3105,6,0.351,604,-1.9,0.395,638,10.4,0.3109,579,-13.1,0.3522,494,-1.6,0.3984,374,11.3,0.3462,416,-3.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.3
443558,0.3091,2245,5,0.3157,396,2.1,0.1873,395,-39.4,0.4663,416,50.9,0.2577,357,-16.6,0.3103,377,0.4,0.3026,304,-2.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.2
643565,0.2436,1363,5,,158,,0.166,253,-31.8,0.1731,283,-28.9,0.3602,236,47.9,0.261,295,7.2,,138,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.2
544725,0.1741,1528,4,0.1015,266,-41.7,0.1627,338,-6.5,0.1862,247,7.0,0.1717,332,-1.4,,173,,,172,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.1
605141,0.4369,4264,7,0.415,735,-5.0,0.4739,823,8.5,0.3567,656,-18.4,0.4444,603,1.7,0.5088,739,16.5,0.4096,708,-6.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.1
547180,0.3622,4036,7,0.3613,656,-0.3,0.3288,730,-9.2,0.3501,597,-3.4,0.327,581,-9.7,0.4438,703,22.5,0.3563,769,-1.6,Bryce Harper,PHI,27.0,2.04,249.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.1
543685,0.4065,1963,6,0.3429,417,-15.6,0.385,413,-5.3,0.4245,318,4.4,0.3688,263,-9.3,0.4459,314,9.7,,238,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.1
642086,0.222,1883,7,0.1036,222,-53.3,0.2216,361,-0.2,0.267,457,20.3,0.2772,368,24.9,0.1226,318,-44.8,,157,,Dominic Smith,ATL,76.0,1.83,110.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.1
553882,0.2775,1571,5,0.2953,254,6.4,0.2531,241,-8.8,0.3321,274,19.7,0.3466,251,24.9,0.313,262,12.8,0.1384,289,-50.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.0
606299,0.3034,1190,3,,197,,0.2752,258,-9.3,0.326,227,7.5,,155,,,176,,,177,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.0
608070,0.4461,4499,7,0.4235,739,-5.1,0.518,805,16.1,0.4385,732,-1.7,0.471,741,5.6,0.431,775,-3.4,0.3861,707,-13.4,José Ramírez,CLE,3.0,2.37,306.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",0.0
664702,0.2023,2076,5,0.2156,334,6.6,0.1891,349,-6.5,0.1894,417,-6.4,0.1844,358,-8.9,0.1944,324,-3.9,0.2517,294,24.4,Myles Straw,TOR,127.0,1.73,86.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.0
542340,0.2031,1886,4,0.1833,300,-9.7,0.2028,360,-0.1,0.189,291,-6.9,0.1452,241,-28.5,0.3236,343,59.4,0.1538,351,-24.2,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.1
593871,0.3073,3310,7,0.3282,451,6.8,0.2712,542,-11.7,0.3298,379,7.3,0.3394,604,10.5,0.2945,730,-4.1,0.293,604,-4.6,Jorge Polanco,NYM,156.0,1.65,84.8,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.1
672580,0.2545,1776,3,,219,,0.2924,342,14.9,0.2384,323,-6.3,0.3217,286,26.4,0.2591,328,1.8,0.1655,278,-35.0,Maikel Garcia,KC,58.0,1.89,224.4,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.2
666624,0.1625,1655,4,,190,,0.2533,300,55.9,0.2366,317,45.6,0.1519,270,-6.6,0.0,300,-100.0,0.1871,278,15.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.2
518626,0.2942,2043,5,0.3286,280,11.7,0.25,392,-15.0,0.27,363,-8.2,0.3164,275,7.5,0.3333,318,13.3,0.2892,415,-1.7,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.2
518692,0.4015,4685,7,0.3976,737,-1.0,0.4481,848,11.6,0.3493,813,-13.0,0.4209,727,4.8,0.4162,817,3.7,0.3742,743,-6.8,Freddie Freeman,LAD,9.0,2.17,257.8,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.4
503556,0.2165,1335,4,0.1456,261,-32.7,0.1084,332,-49.9,0.3015,262,39.3,,165,,,193,,,122,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.4
500743,0.2767,3007,7,0.2781,392,0.5,0.2922,551,5.6,0.2679,474,-3.2,0.2739,555,-1.0,0.2664,473,-3.7,0.2794,562,1.0,Miguel Rojas,LAD,143.0,1.69,79.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.5
543068,0.2919,2415,5,0.3004,456,2.9,0.2912,467,-0.2,0.231,407,-20.9,0.3628,328,24.3,0.3333,423,14.2,0.2335,334,-20.0,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.5
660670,0.3598,3299,7,0.3917,457,8.9,0.2803,635,-22.1,0.4305,583,19.7,0.2804,510,-22.1,0.4073,577,13.2,0.3743,537,4.0,Ronald Acuña Jr.,ATL,36.0,1.97,253.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.6
572816,0.292,1483,5,0.3636,231,24.5,0.2151,251,-26.3,0.205,239,-29.8,0.4845,194,66.0,0.2808,317,-3.8,0.251,251,-14.0,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.6
678662,0.179,1609,3,0.108,250,-39.7,0.2695,282,50.6,,213,,,200,,0.1474,346,-17.7,0.1352,318,-24.5,Ezequiel Tovar,COL,302.0,1.33,149.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.6
520471,0.2146,1575,3,0.2058,277,-4.1,0.2384,323,11.1,0.1612,304,-24.9,,211,,,227,,0.2446,233,14.0,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.7
593160,0.2877,3466,6,0.2934,501,2.0,0.2976,672,3.5,0.2806,613,-2.5,0.3132,514,8.9,0.2898,666,0.7,0.248,500,-13.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.8
669394,0.2249,1623,5,0.1648,261,-26.7,0.1648,273,-26.7,0.1494,348,-33.6,0.3188,229,41.7,,234,,0.2482,278,10.4,Jake Burger,TEX,213.0,1.55,184.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.8
671289,0.281,879,4,,81,,,108,,0.3519,216,25.2,,146,,,153,,0.2057,175,-26.8,Tyler Freeman,COL,125.0,1.74,101.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",-0.8
