batter,xw_szn,pa_szn,xw_L42,pa_L42,xw_L21,pa_L21,xw_L7,pa_L7,k,name,pos,tm,own,inj
624431,0.21124948888888886,90,0.1574761904761905,42,0.07594999999999999,20,0.08342857142857142,7,jose trevino,Jose Trevino,C,Cin,0.11,ACTIVE
815873,0.21112756756756754,37,0.22553696969696968,33,0.3785,2,,0,sean keys,Sean Keys,3B,Tor,0.07,ACTIVE
666464,0.2104129714285714,35,,0,,0,,0,jerar encarnacion,Jerar Encarnacion,RF,SF,0.04,ACTIVE
670224,0.20837160465116275,43,0.1601458,10,,0,,0,kameron misner,Kameron Misner,CF,Phi,0.02,ACTIVE
665561,0.20788584782608693,92,0.22849854545454543,11,0.067,3,,0,rafael marchan,Rafael Marchan,C,Phi,0.11,TEN_DAY_DL
673490,0.2073135243902439,82,0.0,2,0.0,2,0.0,2,haseong kim,Ha-Seong Kim,SS,Atl,0.32,ACTIVE
690924,0.2072044647887324,71,0.13290000000000002,20,0.1072,5,,0,braxton fulford,Braxton Fulford,C,Col,0.04,ACTIVE
687282,0.20521672093023255,86,0.24466611538461538,52,0.17307369230769235,13,,0,gabriel rincones jr,Gabriel Rincones Jr.,RF,Phi,0.08,ACTIVE
677595,0.20473999999999998,50,0.116125,8,,0,,0,ronny mauricio,Ronny Mauricio,3B,NYM,0.12,ACTIVE
669326,0.20342014,50,,0,,0,,0,bryce teodosio,Bryce Teodosio,CF,LAA,0.03,ACTIVE
671655,0.19866984210526317,38,,0,,0,,0,george valera,George Valera,DH,Cle,0.07,ACTIVE
680737,0.19852167647058822,34,,0,,0,,0,michael helman,Michael Helman,CF,Tex,0.02,SIXTY_DAY_DL
683766,0.19708640983606557,61,0.20981902173913042,46,0.2071384146341463,41,0.16643750000000002,16,christian koss,Christian Koss,2B,SF,0.05,ACTIVE
677060,0.1945466363636364,33,,0,,0,,0,chad stevens,Chad Stevens,SS,Col,0.01,ACTIVE
672016,0.1935145714285714,56,,0,,0,,0,denzel clarke,Denzel Clarke,CF,Oak,0.13,SIXTY_DAY_DL
700246,0.18440345714285714,35,0.041,3,0.041,3,0.041,3,carson williams,Carson Williams,SS,TB,0.36,ACTIVE
670156,0.18414655172413794,29,0.15966666666666665,3,,0,,0,miles mastrobuoni,Miles Mastrobuoni,3B,Sea,0.05,ACTIVE
664059,0.1837970222222222,45,,0,,0,,0,sam haggerty,Sam Haggerty,LF,FA,0.02,ACTIVE
669369,0.17168260416666667,48,,0,,0,,0,bryce johnson,Bryce Johnson,LF,SD,0.02,ACTIVE
644433,0.1696938775510204,49,0.137047619047619,21,0.137047619047619,21,,0,chadwick tromp,Chadwick Tromp,C,Bal,0.03,ACTIVE
677956,0.1557565,36,0.052,2,,0,,0,rece hinds,Rece Hinds,RF,Bal,0.03,ACTIVE
669087,0.13716211764705882,34,0.10841018181818182,11,0.07057142857142858,7,,0,sam huff,Sam Huff,C,Bal,0.02,ACTIVE
695257,0.13553333333333334,45,0.15942105263157896,19,0.11816666666666668,6,,0,billy cook,Billy Cook,CF,Pit,0.04,ACTIVE
506702,0.1323181818181818,44,,0,,0,,0,sandy leon,Sandy Leon,C,Atl,0.04,ACTIVE
